Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,2,36,0.002327988,0.444447235,0.63392559,1,3,2.04E-04,9606,Homo sapiens,CDC27;ANAPC2,,R-HSA-9687377
R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,2,36,0.002327988,0.444447235,0.63392559,3,12,8.15E-04,9606,Homo sapiens,HSD3B7;AKR1D1,,R-HSA-193824;R-HSA-193816;R-HSA-193821
R-HSA-69541,Stabilization of p53,3,59,0.003815313,0.448314551,0.63392559,6,15,0.001018814,9606,Homo sapiens,REG;PSME2;ATM,,R-HSA-349444;R-HSA-6804741;R-HSA-349455;R-HSA-6804955;R-HSA-264458;R-HSA-5693609
R-HSA-2559583,Cellular Senescence,9,199,0.012868598,0.453148786,0.63392559,25,90,0.006112885,9606,Homo sapiens,MAP2K3;HIST1H2AJ;CDC27;POT1;ATM;HIST1H4I;HIST1H3C;HIST1H2AB;ANAPC2,,R-HSA-3790137;R-HSA-3228469;R-HSA-3790130;R-HSA-3788725;R-HSA-3788724;R-HSA-3229089;R-HSA-3223200;R-HSA-3785711;R-HSA-3240295;R-HSA-3788705;R-HSA-450333;R-HSA-3788708;R-HSA-3229102;R-HSA-3238999;R-HSA-5682044;R-HSA-6792712;R-HSA-3788745;R-HSA-3222593;R-HSA-5693540;R-HSA-5682018;R-HSA-3788748;R-HSA-5693612;R-HSA-5682026;R-HSA-450296;R-HSA-5693609
R-HSA-1236974,ER-Phagosome pathway,5,106,0.00685463,0.45579126,0.63392559,2,10,6.79E-04,9606,Homo sapiens,REG;PSME2;HMGB1;CD36;TLR4,,R-HSA-8863895;R-HSA-1236935
R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,4,83,0.005367305,0.457728773,0.63392559,5,14,9.51E-04,9606,Homo sapiens,REG;CDC27;PSME2;ANAPC2,,R-HSA-188371;R-HSA-174203;R-HSA-174139;R-HSA-141423;R-HSA-174079
R-HSA-69481,G2/M Checkpoints,7,153,0.009893947,0.458206545,0.63392559,4,24,0.001630103,9606,Homo sapiens,RNF168;MDC1;HERC2;REG;PSME2;ATM;HIST1H4I,,R-HSA-5683735;R-HSA-69891;R-HSA-6799332;R-HSA-8852354
R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,2,37,0.002392654,0.458341055,0.63392559,6,9,6.11E-04,9606,Homo sapiens,XRCC3;ATM,,R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686410;R-HSA-5686440
R-HSA-3000497,Scavenging by Class H Receptors,1,15,9.70E-04,0.466283899,0.63392559,4,4,2.72E-04,9606,Homo sapiens,APOB,,R-HSA-2247511;R-HSA-2203479;R-HSA-2247513;R-HSA-2197770
R-HSA-6783984,Glycine degradation,1,15,9.70E-04,0.466283899,0.63392559,3,3,2.04E-04,9606,Homo sapiens,PPL,,R-HSA-5694018;R-HSA-5693967;R-HSA-5693977
R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,1,15,9.70E-04,0.466283899,0.63392559,3,5,3.40E-04,9606,Homo sapiens,NFYC,,R-HSA-1791150;R-HSA-1791107;R-HSA-1791121
R-HSA-68884,Mitotic Telophase/Cytokinesis,1,15,9.70E-04,0.466283899,0.63392559,2,4,2.72E-04,9606,Homo sapiens,SMC3,,R-HSA-2470935;R-HSA-2468040
R-HSA-622323,Presynaptic nicotinic acetylcholine receptors,1,15,9.70E-04,0.466283899,0.63392559,2,4,2.72E-04,9606,Homo sapiens,CHRNB3,,R-HSA-629599;R-HSA-622326
R-HSA-5693548,Sensing of DNA Double Strand Breaks,1,15,9.70E-04,0.466283899,0.63392559,3,9,6.11E-04,9606,Homo sapiens,ATM,,R-HSA-5693540;R-HSA-5682044;R-HSA-5693612
R-HSA-418359,Reduction of cytosolic Ca++ levels,1,15,9.70E-04,0.466283899,0.63392559,1,3,2.04E-04,9606,Homo sapiens,ATP2B1,,R-HSA-418309
R-HSA-2214320,Anchoring fibril formation,1,15,9.70E-04,0.466283899,0.63392559,1,4,2.72E-04,9606,Homo sapiens,COL4A1,,R-HSA-2396234
R-HSA-425561,Sodium/Calcium exchangers,1,15,9.70E-04,0.466283899,0.63392559,1,4,2.72E-04,9606,Homo sapiens,SLC24A4,,R-HSA-425678
R-HSA-9758881,Uptake of dietary cobalamins into enterocytes,1,15,9.70E-04,0.466283899,0.63392559,1,7,4.75E-04,9606,Homo sapiens,LMBRD1,,R-HSA-5223313
R-HSA-73854,RNA Polymerase I Promoter Clearance,4,84,0.005431971,0.466791401,0.63392559,2,10,6.79E-04,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-73718;R-HSA-74986
R-HSA-3000171,Non-integrin membrane-ECM interactions,3,61,0.003944646,0.46977867,0.63392559,3,22,0.001494261,9606,Homo sapiens,COL4A1;LAMA4;COL11A2,,R-HSA-2328129;R-HSA-2426355;R-HSA-2327738
R-HSA-5693537,Resolution of D-Loop Structures,2,38,0.00245732,0.472031054,0.63392559,7,10,6.79E-04,9606,Homo sapiens,XRCC3;ATM,,R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686410;R-HSA-5686440
R-HSA-111465,Apoptotic cleavage of cellular proteins,2,38,0.00245732,0.472031054,0.63392559,2,38,0.002580996,9606,Homo sapiens,ROCK1;SORBS2,,R-HSA-202966;R-HSA-201611
R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,3,62,0.004009312,0.480369295,0.63392559,5,5,3.40E-04,9606,Homo sapiens,REG;PSME2;GLI3,,R-HSA-5610720;R-HSA-5610722;R-HSA-5610754;R-HSA-5610732;R-HSA-5610746
R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,6,133,0.008600621,0.4825356,0.63392559,25,78,0.005297833,9606,Homo sapiens,MAP2K3;NLRX1;NOD1;HMGB1;CD36;TLR4,,R-HSA-166082;R-HSA-2201316;R-HSA-166091;R-HSA-2201322;R-HSA-9749471;R-HSA-166286;R-HSA-166284;R-HSA-2559464;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-166363;R-HSA-2262777;R-HSA-450333;R-HSA-168166;R-HSA-166119;R-HSA-450337;R-HSA-450346;R-HSA-937059;R-HSA-937022;R-HSA-168950;R-HSA-937079;R-HSA-166072;R-HSA-168184;R-HSA-450296
R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,6,133,0.008600621,0.4825356,0.63392559,23,76,0.005161991,9606,Homo sapiens,MAP2K3;NLRX1;NOD1;HMGB1;CD36;TLR4,,R-HSA-166082;R-HSA-168166;R-HSA-2201316;R-HSA-166119;R-HSA-450337;R-HSA-166091;R-HSA-2201322;R-HSA-9749471;R-HSA-166286;R-HSA-450346;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-168184;R-HSA-2262777;R-HSA-450333;R-HSA-450296
R-HSA-73864,RNA Polymerase I Transcription,4,86,0.005561304,0.484748075,0.63392559,2,14,9.51E-04,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-73718;R-HSA-74986
R-HSA-5654726,Negative regulation of FGFR1 signaling,2,39,0.002521987,0.485510591,0.63392559,4,15,0.001018814,9606,Homo sapiens,FLG,,R-HSA-5654514;R-HSA-5654672;R-HSA-5654560;R-HSA-5654673
R-HSA-3214847,HATs acetylate histones,5,110,0.007113295,0.487600618,0.63392559,13,15,0.001018814,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;SMAP2;HIST1H3C;HIST1H2AB,,R-HSA-3318486;R-HSA-3321975;R-HSA-3301237;R-HSA-3662335;R-HSA-3697008;R-HSA-3321883;R-HSA-5144542;R-HSA-3301345;R-HSA-3697920;R-HSA-3662318;R-HSA-3318415;R-HSA-3321805;R-HSA-3318413
R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),1,16,0.001034661,0.488174901,0.63392559,7,7,4.75E-04,9606,Homo sapiens,JAK2,,R-HSA-9027273;R-HSA-9027272;R-HSA-9021627;R-HSA-9027275;R-HSA-9027281;R-HSA-9012657;R-HSA-9027280
R-HSA-8983432,Interleukin-15 signaling,1,16,0.001034661,0.488174901,0.63392559,14,17,0.001154656,9606,Homo sapiens,IL2RG,,R-HSA-8983371;R-HSA-8983309;R-HSA-8983374;R-HSA-8983425;R-HSA-8983424;R-HSA-8983299;R-HSA-8983298;R-HSA-8983394;R-HSA-9009700;R-HSA-8983300;R-HSA-8983335;R-HSA-8983384;R-HSA-8983378;R-HSA-449115
R-HSA-4641265,Repression of WNT target genes,1,16,0.001034661,0.488174901,0.63392559,5,7,4.75E-04,9606,Homo sapiens,TCF7L1,,R-HSA-5334050;R-HSA-8944349;R-HSA-8944352;R-HSA-4641231;R-HSA-5229348
R-HSA-879415,Advanced glycosylation endproduct receptor signaling,1,16,0.001034661,0.488174901,0.63392559,2,4,2.72E-04,9606,Homo sapiens,HMGB1,,R-HSA-879411;R-HSA-879362
R-HSA-8951936,RUNX3 regulates p14-ARF,1,16,0.001034661,0.488174901,0.63392559,2,8,5.43E-04,9606,Homo sapiens,HDAC4,,R-HSA-8952062;R-HSA-8952069
R-HSA-69091,Polymerase switching,1,16,0.001034661,0.488174901,0.63392559,1,4,2.72E-04,9606,Homo sapiens,CDC27,,R-HSA-69074
R-HSA-69109,Leading Strand Synthesis,1,16,0.001034661,0.488174901,0.63392559,1,4,2.72E-04,9606,Homo sapiens,CDC27,,R-HSA-69074
R-HSA-1247673,Erythrocytes take up oxygen and release carbon dioxide,1,16,0.001034661,0.488174901,0.63392559,1,6,4.08E-04,9606,Homo sapiens,SLC4A1,,R-HSA-1247665
R-HSA-8983711,OAS antiviral response,1,16,0.001034661,0.488174901,0.63392559,2,15,0.001018814,9606,Homo sapiens,OAS3,,R-HSA-8985091;R-HSA-8985157
R-HSA-9012852,Signaling by NOTCH3,3,63,0.004073978,0.490859231,0.63392559,6,37,0.002513075,9606,Homo sapiens,STAT1;WWC1,,R-HSA-9021480;R-HSA-9021325;R-HSA-9013567;R-HSA-9014129;R-HSA-9021478;R-HSA-9021334
R-HSA-913531,Interferon Signaling,17,397,0.02567253,0.495121167,0.63392559,41,119,0.008082592,9606,Homo sapiens,EIF4A2;NUP214;EGR1;STAT1;OAS3;FANCA;NUPL2;JAK2;EIF4G2;CD44,,R-HSA-997326;R-HSA-9730967;R-HSA-9732753;R-HSA-9835411;R-HSA-9734547;R-HSA-873924;R-HSA-873927;R-HSA-8985091;R-HSA-873926;R-HSA-873921;R-HSA-8985157;R-HSA-873922;R-HSA-909725;R-HSA-909726;R-HSA-909721;R-HSA-9732738;R-HSA-909722;R-HSA-877269;R-HSA-1015702;R-HSA-909718;R-HSA-1015699;R-HSA-1678841;R-HSA-1678842;R-HSA-9835443;R-HSA-9710963;R-HSA-1176059;R-HSA-1031716;R-HSA-877281;R-HSA-9732729;R-HSA-9833723;R-HSA-1031713;R-HSA-1169406;R-HSA-873917;R-HSA-877308;R-HSA-873919;R-HSA-9678561;R-HSA-997309;R-HSA-873918;R-HSA-913529;R-HSA-9710959;R-HSA-909552
R-HSA-73886,Chromosome Maintenance,6,135,0.008729953,0.496790769,0.63392559,32,38,0.002580996,9606,Homo sapiens,HIST1H2AJ;CDC27;RAD54L;POT1;HIST1H4I;HIST1H2AB,,R-HSA-9670101;R-HSA-606287;R-HSA-181450;R-HSA-164617;R-HSA-164620;R-HSA-163090;R-HSA-9670149;R-HSA-606289;R-HSA-163099;R-HSA-174427;R-HSA-163096;R-HSA-174425;R-HSA-174438;R-HSA-174439;R-HSA-9668597;R-HSA-9686521;R-HSA-174441;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-9686524;R-HSA-9670114;R-HSA-174451;R-HSA-174448;R-HSA-163120;R-HSA-174452;R-HSA-174456;R-HSA-176702;R-HSA-176700;R-HSA-9007926;R-HSA-606326
R-HSA-446652,Interleukin-1 family signaling,8,183,0.011833937,0.498729506,0.63392559,12,92,0.006248726,9606,Homo sapiens,IL1RL1;NLRX1;REG;PSME2;NOD1;HMGB1,,R-HSA-448629;R-HSA-168166;R-HSA-9008684;R-HSA-8848370;R-HSA-209061;R-HSA-9008577;R-HSA-8848335;R-HSA-9009072;R-HSA-168184;R-HSA-9749471;R-HSA-8848395;R-HSA-448603
R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,2,40,0.002586653,0.49877391,0.63392559,1,2,1.36E-04,9606,Homo sapiens,FBXW7;USP11,,R-HSA-390470
R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,3,64,0.004138645,0.501244088,0.63392559,3,51,0.003463968,9606,Homo sapiens,STAT1;JUNB,,R-HSA-9730967;R-HSA-9736992;R-HSA-2187293
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,4,88,0.005690636,0.502457758,0.63392559,6,12,8.15E-04,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-427527;R-HSA-427514;R-HSA-5227490;R-HSA-433672;R-HSA-427528;R-HSA-427337
R-HSA-1912408,Pre-NOTCH Transcription and Translation,4,88,0.005690636,0.502457758,0.63392559,3,28,0.001901786,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-9604834;R-HSA-9604831;R-HSA-9604829
R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,6,136,0.00879462,0.503868415,0.63392559,25,80,0.005433675,9606,Homo sapiens,MAP2K3;NLRX1;NOD1;HMGB1;CD36;TLR4,,R-HSA-166082;R-HSA-2201316;R-HSA-166091;R-HSA-2201322;R-HSA-9749471;R-HSA-166286;R-HSA-166284;R-HSA-2559464;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-166363;R-HSA-2262777;R-HSA-450333;R-HSA-168166;R-HSA-166119;R-HSA-450337;R-HSA-450346;R-HSA-937059;R-HSA-937022;R-HSA-168950;R-HSA-937079;R-HSA-166072;R-HSA-168184;R-HSA-450296
R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,6,136,0.00879462,0.503868415,0.63392559,23,78,0.005297833,9606,Homo sapiens,MAP2K3;NLRX1;NOD1;HMGB1;CD36;TLR4,,R-HSA-166082;R-HSA-168166;R-HSA-2201316;R-HSA-166119;R-HSA-450337;R-HSA-166091;R-HSA-2201322;R-HSA-9749471;R-HSA-166286;R-HSA-450346;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-168184;R-HSA-2262777;R-HSA-450333;R-HSA-450296
R-HSA-190322,FGFR4 ligand binding and activation,1,17,0.001099327,0.509169349,0.63392559,4,4,2.72E-04,9606,Homo sapiens,FGFR4,,R-HSA-1307955;R-HSA-190326;R-HSA-1307963;R-HSA-190265
R-HSA-170660,Adenylate cyclase activating pathway,1,17,0.001099327,0.509169349,0.63392559,4,4,2.72E-04,9606,Homo sapiens,ADCY1,,R-HSA-170672;R-HSA-170676;R-HSA-170677;R-HSA-170685
R-HSA-8963901,Chylomicron remodeling,1,17,0.001099327,0.509169349,0.63392559,3,3,2.04E-04,9606,Homo sapiens,APOB,,R-HSA-174690;R-HSA-174739;R-HSA-174757
R-HSA-389359,CD28 dependent Vav1 pathway,1,17,0.001099327,0.509169349,0.63392559,5,6,4.08E-04,9606,Homo sapiens,CD80,,R-HSA-389348;R-HSA-389350;R-HSA-388814;R-HSA-389352;R-HSA-389354
R-HSA-190373,FGFR1c ligand binding and activation,1,17,0.001099327,0.509169349,0.63392559,2,3,2.04E-04,9606,Homo sapiens,FLG,,R-HSA-190256;R-HSA-190429
R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,1,17,0.001099327,0.509169349,0.63392559,9,14,9.51E-04,9606,Homo sapiens,JAK2,,R-HSA-6783524;R-HSA-6783556;R-HSA-5696482;R-HSA-6783681;R-HSA-6783552;R-HSA-6784189;R-HSA-6784204;R-HSA-6783530;R-HSA-449976
R-HSA-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,1,17,0.001099327,0.509169349,0.63392559,2,6,4.08E-04,9606,Homo sapiens,ADCY1,,R-HSA-442715;R-HSA-9617535
R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,1,17,0.001099327,0.509169349,0.63392559,3,10,6.79E-04,9606,Homo sapiens,NFYC,,R-HSA-1791150;R-HSA-1791107;R-HSA-1791121
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,1,17,0.001099327,0.509169349,0.63392559,3,12,8.15E-04,9606,Homo sapiens,TNFSF14,,R-HSA-5668789;R-HSA-5676593;R-HSA-5676591
R-HSA-199418,Negative regulation of the PI3K/AKT network,6,137,0.008859286,0.510910383,0.63392559,2,10,6.79E-04,9606,Homo sapiens,FLG;IL1RL1;TEP1;CD80;FGFR4,,R-HSA-2316434;R-HSA-199456
R-HSA-2559580,Oxidative Stress Induced Senescence,5,113,0.007307294,0.511016509,0.63392559,9,40,0.002716838,9606,Homo sapiens,MAP2K3;HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-3229089;R-HSA-3222593;R-HSA-3223200;R-HSA-3228469;R-HSA-3238999;R-HSA-3240295;R-HSA-450333;R-HSA-450296;R-HSA-3229102
R-HSA-977225,Amyloid fiber formation,4,89,0.005755303,0.511212235,0.63392559,1,33,0.002241391,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-977224
R-HSA-2980766,Nuclear Envelope Breakdown,3,65,0.004203311,0.511519791,0.63392559,2,13,8.83E-04,9606,Homo sapiens,NUP214;NUPL2,,R-HSA-2990880;R-HSA-2990882
R-HSA-112399,IRS-mediated signalling,3,65,0.004203311,0.511519791,0.63392559,1,9,6.11E-04,9606,Homo sapiens,FLG;FGFR4,,R-HSA-109699
R-HSA-8979227,Triglyceride metabolism,3,66,0.004267977,0.521682572,0.63392559,6,24,0.001630103,9606,Homo sapiens,FABP4;MOGAT2,,R-HSA-163402;R-HSA-6800334;R-HSA-163432;R-HSA-5334794;R-HSA-163551;R-HSA-163549
R-HSA-5654687,Downstream signaling of activated FGFR1,2,42,0.002715986,0.524632928,0.63392559,23,24,0.001630103,9606,Homo sapiens,FLG,,R-HSA-5654582;R-HSA-5654167;R-HSA-5654165;R-HSA-5654578;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654392;R-HSA-5654692;R-HSA-5654596;R-HSA-5654597;R-HSA-5654149;R-HSA-5654594;R-HSA-5654690;R-HSA-5656064;R-HSA-5654592;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654600;R-HSA-8941623;R-HSA-5654569
R-HSA-163560,Triglyceride catabolism,2,42,0.002715986,0.524632928,0.63392559,5,17,0.001154656,9606,Homo sapiens,FABP4,,R-HSA-163402;R-HSA-163432;R-HSA-5334794;R-HSA-163551;R-HSA-163549
R-HSA-381042,PERK regulates gene expression,2,42,0.002715986,0.524632928,0.63392559,2,11,7.47E-04,9606,Homo sapiens,KHSRP;NFYC,,R-HSA-517731;R-HSA-1791107
R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,5,115,0.007436627,0.526382516,0.63392559,1,16,0.001086735,9606,Homo sapiens,PSCA;CEACAM5;FOLR4;CNTN4;LY6G6D,,R-HSA-8940388
R-HSA-5655291,Signaling by FGFR4 in disease,1,18,0.001163994,0.529303906,0.63392559,15,15,0.001018814,9606,Homo sapiens,FGFR4,,R-HSA-5655351;R-HSA-5655252;R-HSA-5655348;R-HSA-5655284;R-HSA-2046363;R-HSA-5655347;R-HSA-5655248;R-HSA-5655313;R-HSA-2012086;R-HSA-2012087;R-HSA-5655235;R-HSA-5655341;R-HSA-2038946;R-HSA-5655336;R-HSA-2038944
R-HSA-1170546,Prolactin receptor signaling,1,18,0.001163994,0.529303906,0.63392559,14,14,9.51E-04,9606,Homo sapiens,JAK2,,R-HSA-1675473;R-HSA-1369080;R-HSA-1369114;R-HSA-1369115;R-HSA-1370500;R-HSA-976991;R-HSA-1671691;R-HSA-982810;R-HSA-1364044;R-HSA-1302698;R-HSA-1170539;R-HSA-1370505;R-HSA-1671687;R-HSA-1364043
R-HSA-69166,Removal of the Flap Intermediate,1,18,0.001163994,0.529303906,0.63392559,4,4,2.72E-04,9606,Homo sapiens,CDC27,,R-HSA-69152;R-HSA-69140;R-HSA-69142;R-HSA-69144
R-HSA-399956,CRMPs in Sema3A signaling,1,18,0.001163994,0.529303906,0.63392559,3,5,3.40E-04,9606,Homo sapiens,CRMP1,,R-HSA-399951;R-HSA-399947;R-HSA-399944
R-HSA-1663150,The activation of arylsulfatases,1,18,0.001163994,0.529303906,0.63392559,1,2,1.36E-04,9606,Homo sapiens,ARSF,,R-HSA-1614362
R-HSA-166187,Mitochondrial Uncoupling,1,18,0.001163994,0.529303906,0.63392559,4,9,6.11E-04,9606,Homo sapiens,UCP3,,R-HSA-166387;R-HSA-166214;R-HSA-170026;R-HSA-166220
R-HSA-2160916,Hyaluronan uptake and degradation,1,18,0.001163994,0.529303906,0.63392559,3,10,6.79E-04,9606,Homo sapiens,CD44,,R-HSA-2160915;R-HSA-2160884;R-HSA-2160892
R-HSA-77350,Beta oxidation of hexanoyl-CoA to butanoyl-CoA,1,18,0.001163994,0.529303906,0.63392559,1,4,2.72E-04,9606,Homo sapiens,ACADS,,R-HSA-77327
R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,1,18,0.001163994,0.529303906,0.63392559,1,5,3.40E-04,9606,Homo sapiens,TLR4,,R-HSA-450358
R-HSA-196843,Vitamin B2 (riboflavin) metabolism,1,18,0.001163994,0.529303906,0.63392559,1,5,3.40E-04,9606,Homo sapiens,ACP5,,R-HSA-196950
R-HSA-5578768,Physiological factors,1,18,0.001163994,0.529303906,0.63392559,1,6,4.08E-04,9606,Homo sapiens,NPR1,,R-HSA-6784598
R-HSA-391160,Signal regulatory protein family interactions,1,18,0.001163994,0.529303906,0.63392559,1,10,6.79E-04,9606,Homo sapiens,PTK2B,,R-HSA-391152
R-HSA-429914,Deadenylation-dependent mRNA decay,3,67,0.004332644,0.53172896,0.63392559,4,10,6.79E-04,9606,Homo sapiens,EIF4A2;TNKS1BP1;EIF4G2,,R-HSA-430021;R-HSA-429955;R-HSA-8941312;R-HSA-429992
R-HSA-194441,Metabolism of non-coding RNA,3,67,0.004332644,0.53172896,0.63392559,2,6,4.08E-04,9606,Homo sapiens,NUP214;NUPL2,,R-HSA-191825;R-HSA-191830
R-HSA-191859,snRNP Assembly,3,67,0.004332644,0.53172896,0.63392559,2,6,4.08E-04,9606,Homo sapiens,NUP214;NUPL2,,R-HSA-191825;R-HSA-191830
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,3,67,0.004332644,0.53172896,0.63392559,7,26,0.001765944,9606,Homo sapiens,COL4A1;COL11A2;MMP9,,R-HSA-2559639;R-HSA-2213201;R-HSA-2213200;R-HSA-2213207;R-HSA-2299620;R-HSA-1474266;R-HSA-2396234
R-HSA-4085001,Sialic acid metabolism,3,67,0.004332644,0.53172896,0.63392559,4,21,0.00142634,9606,Homo sapiens,ST6GAL1;GLB1;ST8SIA3,,R-HSA-4085033;R-HSA-4084999;R-HSA-9638120;R-HSA-4084978
R-HSA-5619507,Activation of HOX genes during differentiation,5,116,0.007501293,0.533985899,0.63392559,31,43,0.0029206,9606,Homo sapiens,HIST1H2AJ;RARB;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5617874;R-HSA-5621010;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-5617859;R-HSA-6810161;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617867;R-HSA-5617483;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642
R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,5,116,0.007501293,0.533985899,0.63392559,31,43,0.0029206,9606,Homo sapiens,HIST1H2AJ;RARB;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5617874;R-HSA-5621010;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-5617859;R-HSA-6810161;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617867;R-HSA-5617483;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642
R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,5,116,0.007501293,0.533985899,0.63392559,8,60,0.004075256,9606,Homo sapiens,MAP2K3;NLRX1;NOD1;HMGB1;TLR4,,R-HSA-450358;R-HSA-168166;R-HSA-450337;R-HSA-168184;R-HSA-450333;R-HSA-9749471;R-HSA-450346;R-HSA-450296
R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,4,92,0.005949302,0.537040711,0.63392559,30,40,0.002716838,9606,Homo sapiens,REG;CDC27;PSME2;ANAPC2,,R-HSA-174144;R-HSA-174088;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-188371;R-HSA-174224;R-HSA-9686980;R-HSA-174171;R-HSA-174104;R-HSA-174105;R-HSA-179417;R-HSA-174238;R-HSA-188191;R-HSA-179421;R-HSA-174119;R-HSA-174058;R-HSA-9686969;R-HSA-174120;R-HSA-174057;R-HSA-174121;R-HSA-174255;R-HSA-141423;R-HSA-174195;R-HSA-174070;R-HSA-174132;R-HSA-174202;R-HSA-174203;R-HSA-174139;R-HSA-174079
R-HSA-453276,Regulation of mitotic cell cycle,4,92,0.005949302,0.537040711,0.63392559,30,40,0.002716838,9606,Homo sapiens,REG;CDC27;PSME2;ANAPC2,,R-HSA-174144;R-HSA-174088;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-188371;R-HSA-174224;R-HSA-9686980;R-HSA-174171;R-HSA-174104;R-HSA-174105;R-HSA-179417;R-HSA-174238;R-HSA-188191;R-HSA-179421;R-HSA-174119;R-HSA-174058;R-HSA-9686969;R-HSA-174120;R-HSA-174057;R-HSA-174121;R-HSA-174255;R-HSA-141423;R-HSA-174195;R-HSA-174070;R-HSA-174132;R-HSA-174202;R-HSA-174203;R-HSA-174139;R-HSA-174079
